1000 100 42
326,94,654,556,149,370,316,497,450,492,715,0,642,254,676,740,840,398,673,670,380,174,271,268,362,61,784,548,598,285,810,571,798,166,114,797,559,396,649,118,245,781,87,746,271,525,524,357,754,946,653,511,491,360,806,546,162,915,485,268,570,576,379,837
445,691,405,257,616,757,940,371,778,361,391,642,0,897,288,420,763,617,309,259,385,730,883,858,322,600,914,412,878,794,305,530,454,789,645,961,83,307,129,698,402,673,570,177,913,896,185,894,196,524,1020,340,754,851,796,109,483,535,724,393,281,263,956,1109
551,221,866,799,335,427,121,715,508,722,932,254,897,0,909,954,982,537,902,906,613,235,136,181,605,299,857,755,637,291,1048,749,1011,150,280,854,813,637,898,228,497,940,330,994,49,530,771,286,1001,1164,629,735,571,338,930,800,415,1127,579,519,802,811,245,835
614,687,132,518,714,636,915,206,627,598,103,676,288,909,0,132,483,471,23,29,575,694,852,814,319,619,669,199,687,719,146,301,172,842,629,721,290,283,159,683,445,394,590,177,939,738,189,814,166,285,844,178,581,755,526,341,548,274,550,510,106,100,891,889
724,734,88,648,798,629,944,242,603,723,31,740,420,954,132,0,364,463,113,161,691,727,880,838,403,679,578,199,635,732,203,254,58,906,674,633,420,366,291,726,527,278,653,291,989,704,307,821,275,209,795,229,547,755,418,471,630,175,516,609,195,201,902,812
953,794,357,954,950,565,926,443,497,1004,385,840,763,982,483,364,0,449,460,512,942,750,869,820,616,781,271,380,439,701,562,289,364,989,739,326,741,589,638,775,710,89,766,654,1027,549,607,757,639,449,582,459,427,685,84,786,795,390,410,823,489,504,841,518
588,344,379,692,524,166,498,271,162,695,451,398,617,537,471,463,449,0,455,483,602,302,437,390,318,342,400,275,272,275,617,222,515,541,291,425,551,318,544,325,342,402,333,620,581,279,433,358,618,668,403,303,142,291,408,575,392,621,118,460,384,400,441,520
623,680,109,535,715,621,905,194,609,612,83,673,309,902,23,113,460,455,0,52,586,685,843,804,319,614,646,181,667,707,161,280,158,839,622,698,307,282,180,676,445,371,586,200,933,719,199,801,189,280,824,168,563,740,503,358,549,265,531,515,103,101,879,867
595,685,159,491,702,647,916,214,641,573,133,670,259,906,29,161,512,483,52,0,554,696,854,817,310,613,694,216,707,725,142,323,199,835,627,746,263,274,129,682,434,423,584,151,935,753,170,821,142,303,862,184,598,763,555,314,537,297,566,494,106,95,897,912
68,464,631,192,283,668,695,502,727,111,660,380,385,613,575,691,942,602,586,554,0,535,652,646,326,372,992,566,866,635,658,655,743,475,447,1023,319,353,463,483,259,860,351,548,613,831,386,723,564,857,967,491,738,709,942,276,243,850,718,143,496,490,757,1117
489,81,639,694,324,216,220,493,299,646,707,174,730,235,694,727,750,302,685,696,535,0,158,127,414,163,648,527,443,110,838,514,784,257,90,653,648,440,707,56,334,705,185,800,278,358,579,188,804,937,482,516,353,186,701,648,294,898,356,404,590,601,229,672
596,195,792,825,397,305,63,649,383,763,862,271,883,136,852,880,869,437,843,854,652,158,0,49,571,291,728,681,504,168,996,657,936,250,238,722,800,598,864,185,482,834,319,958,186,395,737,149,963,1090,492,674,448,204,812,796,424,1048,461,535,748,759,120,698
594,182,750,813,405,256,108,610,333,758,820,268,858,181,814,838,820,390,804,817,646,127,49,0,541,277,679,639,456,119,959,610,893,277,214,673,776,566,833,166,460,786,304,925,231,349,705,110,929,1047,451,635,399,157,762,774,411,1004,411,523,711,723,110,656
339,387,327,378,397,440,631,180,472,398,374,362,322,605,319,403,616,318,319,310,326,414,571,541,0,307,680,244,590,472,448,329,460,525,334,717,245,36,294,389,126,535,277,389,630,587,166,572,396,598,718,178,460,528,616,260,230,576,434,213,215,218,636,835
326,96,593,536,187,332,343,436,408,483,654,61,600,299,619,679,781,342,614,613,372,163,291,277,307,0,734,486,556,267,754,510,737,226,79,750,516,340,598,111,198,720,30,695,323,492,472,351,702,886,624,451,443,342,748,508,134,855,435,245,512,519,386,800
984,713,536,1054,919,433,776,547,350,1076,589,784,914,857,669,578,271,400,646,694,992,648,728,679,680,734,0,502,228,566,781,384,597,905,670,56,870,666,804,690,735,319,729,846,906,346,735,591,835,708,334,575,295,525,187,907,793,649,299,855,635,653,667,247
584,536,111,576,621,441,744,64,428,623,181,548,412,755,199,199,380,275,181,216,566,527,681,639,244,486,502,0,491,536,342,118,256,713,476,549,372,213,305,527,357,295,462,363,791,538,236,627,357,409,646,79,382,564,395,414,455,371,350,457,134,152,707,705
845,516,567,965,742,228,549,512,148,964,635,598,878,637,687,635,439,272,667,707,866,443,504,456,590,556,228,491,0,349,823,388,673,699,483,217,817,588,791,491,608,446,558,855,686,118,692,363,848,810,159,545,130,300,361,844,641,754,156,723,621,639,439,250
593,192,645,785,434,137,226,513,217,745,717,285,794,291,719,732,701,275,707,725,635,110,168,119,472,267,566,536,349,0,866,497,786,353,188,565,715,492,755,167,414,667,285,844,340,253,630,99,846,940,373,541,281,75,643,721,392,895,292,499,620,633,171,568
707,827,255,561,833,782,1059,352,770,658,192,810,305,1048,146,203,562,617,161,142,658,838,996,959,448,754,781,342,823,866,0,434,200,973,770,835,344,413,196,824,570,480,724,130,1076,879,294,961,111,221,981,324,722,901,620,393,672,243,691,618,248,237,1038,1012
664,540,179,685,668,382,719,167,349,723,249,571,530,749,301,254,289,222,280,323,655,514,657,610,329,510,384,118,388,497,434,0,300,730,481,431,488,305,422,526,421,214,491,474,789,450,352,579,465,450,546,193,293,510,288,528,509,401,262,534,251,270,662,590
778,792,145,690,856,680,999,301,649,770,86,798,454,1011,172,58,364,515,158,199,743,784,936,893,460,737,597,256,673,786,200,300,0,964,732,653,462,424,325,783,585,285,711,308,1047,748,357,873,290,153,833,288,591,806,427,513,688,117,561,665,249,253,955,837
410,196,820,665,192,473,262,663,557,580,881,166,789,150,842,906,989,541,839,835,475,257,250,277,525,226,905,713,699,353,973,730,964,0,250,910,706,560,807,217,404,935,253,904,138,607,684,386,914,1112,722,678,610,419,948,686,308,1081,610,398,736,741,370,921
404,60,586,604,260,256,297,434,335,558,652,114,645,280,629,674,739,291,622,627,447,90,238,214,334,79,670,476,483,188,770,481,732,250,0,683,562,363,628,54,245,685,96,723,314,414,501,276,729,884,545,454,376,263,699,560,205,848,371,315,523,532,319,724
1012,722,589,1093,937,437,766,592,353,1111,643,797,961,854,721,633,326,425,698,746,1023,653,722,673,717,750,56,549,217,565,835,431,653,910,683,0,915,705,853,698,765,376,747,898,903,331,780,580,887,764,298,621,307,517,242,950,817,705,316,884,683,701,653,192
374,608,388,228,536,684,857,322,711,315,389,559,83,813,290,420,741,551,307,263,319,648,800,776,245,516,870,372,817,715,344,488,462,706,562,915,0,235,149,615,319,652,486,229,829,828,136,815,245,554,955,295,691,774,766,51,399,557,662,312,251,236,875,1054
370,417,292,389,434,450,658,149,476,418,337,396,307,637,283,366,589,318,282,274,353,440,598,566,36,340,666,213,588,492,413,305,424,560,363,705,235,0,266,418,162,507,310,360,663,592,139,592,365,562,721,143,459,545,593,257,266,540,432,247,179,182,658,830
513,681,281,372,653,697,925,278,706,464,262,649,129,898,159,291,638,544,180,129,463,707,864,833,294,598,804,305,791,755,196,422,325,807,628,853,149,266,0,683,403,549,568,97,920,822,127,854,107,405,940,245,672,803,676,199,499,411,641,432,172,153,923,1011
435,25,638,647,267,262,243,487,345,595,704,118,698,228,683,726,775,325,676,682,483,56,185,166,389,111,690,527,491,167,824,526,783,217,54,698,615,418,683,0,296,725,137,778,264,411,555,242,783,935,537,507,394,242,731,611,245,899,393,356,577,586,275,725
250,289,449,374,271,419,538,295,472,356,499,245,402,497,445,527,710,342,445,434,259,334,482,460,126,198,735,357,608,414,570,421,585,404,245,765,319,162,403,296,0,635,167,501,517,580,280,511,509,724,715,299,479,481,699,314,103,701,458,119,342,344,564,858
874,742,268,867,883,536,894,358,477,919,298,781,673,940,394,278,89,402,371,423,860,705,834,786,535,720,319,295,446,667,480,214,285,935,685,376,652,507,549,725,635,0,703,566,983,546,518,733,552,388,599,373,408,661,142,698,724,329,385,745,400,415,818,565
308,124,568,510,190,338,373,410,410,461,628,87,570,330,590,653,766,333,586,584,351,185,319,304,277,30,729,462,558,285,724,491,711,253,96,747,486,310,568,137,167,703,0,664,353,500,441,373,672,859,633,424,441,359,736,478,109,829,431,219,484,490,412,805
602,777,310,435,749,778,1019,349,781,537,268,746,177,994,177,291,654,620,200,151,548,800,958,925,389,695,846,363,855,844,130,474,308,904,723,898,229,360,97,778,501,566,664,0,1017,895,223,942,19,352,1008,317,742,889,702,274,597,370,710,527,236,219,1014,1064
548,254,901,802,331,475,164,748,557,719,966,271,913,49,939,989,1027,581,933,935,613,278,186,231,630,323,906,791,686,340,1076,789,1047,138,314,903,829,663,920,264,517,983,353,1017,0,580,795,335,1025,1198,678,767,619,388,976,814,430,1163,627,528,832,840,291,884
802,436,628,951,674,163,436,546,117,935,699,525,896,530,738,704,549,279,719,753,831,358,395,349,587,492,346,538,118,253,879,450,748,607,414,331,828,592,822,411,580,546,500,895,580,0,712,250,891,892,135,579,157,192,474,848,595,838,189,688,658,675,322,314
425,554,260,349,539,579,797,187,595,416,276,524,185,771,189,307,607,433,199,170,386,579,737,705,166,472,735,236,692,630,294,352,357,684,501,780,136,139,127,555,280,518,441,223,795,712,0,729,230,473,835,159,569,680,630,179,379,464,539,325,120,109,797,924
677,264,734,879,502,198,186,608,260,834,806,357,894,286,814,821,757,358,801,821,723,188,149,110,572,351,591,627,363,99,961,579,873,386,276,580,815,592,854,242,511,733,373,942,335,250,729,0,944,1026,343,637,329,71,692,820,481,979,348,591,716,730,85,549
617,783,298,454,760,777,1024,346,778,554,254,754,196,1001,166,275,639,618,189,142,564,804,963,929,396,702,835,357,848,846,111,465,290,914,729,887,245,365,107,783,509,552,672,19,1025,891,230,944,0,332,1003,314,737,889,688,291,606,351,706,539,233,217,1016,1055
899,943,298,777,996,832,1153,450,798,869,231,946,524,1164,285,209,449,668,280,303,857,937,1090,1047,598,886,708,409,810,940,221,450,153,1112,884,764,554,562,405,935,724,388,859,352,1198,892,473,1026,332,0,969,434,737,959,525,604,828,59,708,795,383,382,1108,954
937,563,726,1085,803,298,522,662,246,1070,794,653,1020,629,844,795,582,403,824,862,967,482,492,451,718,624,334,646,159,373,981,546,833,722,545,298,955,721,940,537,715,599,633,1008,678,135,835,343,1003,969,0,694,267,302,499,977,730,913,298,824,772,790,396,208
513,513,150,496,569,464,737,32,464,545,203,511,340,735,178,229,459,303,168,184,491,516,674,635,178,451,575,79,545,541,324,193,288,678,454,621,295,143,245,507,299,373,424,317,767,579,159,637,314,434,694,0,427,579,475,335,401,405,396,390,80,97,713,769
719,417,471,835,630,143,503,394,69,834,542,491,754,571,581,547,427,142,563,598,738,353,448,399,460,443,295,382,130,281,722,293,591,610,376,307,691,459,672,394,479,408,441,742,619,157,569,329,737,737,267,427,0,258,364,716,518,685,31,596,505,523,413,379
668,267,670,854,510,128,250,549,189,818,742,360,851,338,755,755,685,291,740,763,709,186,204,157,528,342,525,564,300,75,901,510,806,419,263,517,774,545,803,242,481,661,359,889,388,192,680,71,889,959,302,579,258,0,621,783,465,911,276,571,659,673,156,502
947,752,395,971,924,506,867,453,432,1011,435,806,796,930,526,418,84,408,503,555,942,701,812,762,616,748,187,395,361,643,620,288,427,948,699,242,766,593,676,731,699,142,736,702,976,474,630,692,688,525,499,475,364,621,0,809,776,466,351,815,516,533,775,434
335,602,436,177,510,700,851,361,731,265,440,546,109,800,341,471,786,575,358,314,276,648,796,774,260,508,907,414,844,721,393,528,513,686,560,950,51,257,199,611,314,698,478,274,814,848,179,820,291,604,977,335,716,783,809,0,384,608,688,288,298,284,877,1084
207,229,551,402,168,431,474,395,497,353,602,162,483,415,548,630,795,392,549,537,243,294,424,411,230,134,793,455,641,392,672,509,688,308,205,817,399,266,499,245,103,724,109,597,430,595,379,481,606,828,730,401,518,465,776,384,0,805,502,111,445,448,520,891
888,908,261,783,973,784,1111,418,747,870,202,915,535,1127,274,175,390,621,265,297,850,898,1048,1004,576,855,649,371,754,895,243,401,117,1081,848,705,557,540,411,899,701,329,829,370,1163,838,464,979,351,59,913,405,685,911,466,608,805,0,656,779,363,365,1063,895
702,416,439,810,621,155,517,363,92,813,510,485,724,579,550,516,410,118,531,566,718,356,461,411,434,435,299,350,156,292,691,262,561,610,371,316,662,432,641,393,458,385,431,710,627,189,539,348,706,708,298,396,31,276,351,688,502,656,0,576,474,492,433,402
131,341,539,290,223,525,584,394,584,248,579,268,393,519,510,609,823,460,515,494,143,404,535,523,213,245,855,457,723,499,618,534,665,398,315,884,312,247,432,356,119,745,219,527,528,688,325,591,539,795,824,390,596,571,815,288,111,779,576,0,415,413,632,974
528,581,139,470,612,544,810,112,544,534,164,570,281,802,106,195,489,384,103,106,496,590,748,711,215,512,635,134,621,620,248,251,249,736,523,683,251,179,172,577,342,400,484,236,832,658,120,716,233,383,772,80,505,659,516,298,445,363,474,415,0,18,791,839
524,589,152,457,614,560,821,129,561,524,169,576,263,811,100,201,504,400,101,95,490,601,759,723,218,519,653,152,639,633,237,270,253,741,532,701,236,182,153,586,344,415,490,219,840,675,109,730,217,382,790,97,523,673,533,284,448,365,492,413,18,0,804,857
705,292,815,922,513,283,127,685,344,868,887,379,956,245,891,902,841,441,879,897,757,229,120,110,636,386,667,707,439,171,1038,662,955,370,319,653,875,658,923,275,564,818,412,1014,291,322,797,85,1016,1108,396,713,413,156,775,877,520,1063,433,632,791,804,0,605
1096,750,760,1212,985,468,730,738,394,1214,819,837,1109,835,889,812,518,520,867,912,1117,672,698,656,835,800,247,705,250,568,1012,590,837,921,724,192,1054,830,1011,725,858,565,805,1064,884,314,924,549,1055,954,208,769,379,502,434,1084,891,895,402,974,839,857,605,0
